aardvark mhanga
Seyshelois Mshelisheli
Seyshelois Washelisheli
Sha'aban Shaabani
shadow kivuli
shadow uvuli
shaft shafti
shafts mashafti
shahada shahada
shaitan shetani
shake off
shake kung'uta
shalwar suruali
shame aibisha
shame aibu
shame fedheha
shame haya
shame izara
shame soni
shame tua
shape-shifter kibadilishaumbo
shape-shifter mgeuzi
shapes maumbo
shape umbo
share hisa
shareholder mweyehisa
shareholders mweyehisa
shares hisa
shares mgao
shark papa
sharpen chonga
sharpness makali
shawl kikoi
sheaf mganda
shed hori
shed zizi
sheep kondoo
sheik shehe
shelf rafu
shell bufuu
shell kaka
shells mabufuu
shelve daka
shepherd mchungaji
she yeye
shh usu
shield ngao
shift doria
shifters mavamizi
shilling shilingi
ship jahazi
ship meli
shirt shati
shiver sisimka
shock dharba
shock dharuba
shock mgutuo
shock mkutuo
shock mshtuko
shock mshtuo
shock shangaa
shocks migutuo
shocks mikutuo
shocks mishtuko
shocks mishtuo
shoe kiatu
shoe polish
shoe dawa
shoe ya
shoe viatu
shoes viatu
Shona Kishona
shooting star
shooting kimondo
shooting stars
shooting vimondo
shoot kupiga
shoot risasi
shop duka
shore pwaa
shore ukingo
shore wa
shore bahari
shortage uhaba
shortcoming dosari
short coming
short upungufu
short cut
short kichorochoro
short cut
short mkato
shortcut mkato
short cut
short njia
short ya
short mkato
short fupi
short kaptura
short kinyasa
short message
short services
short matini
short rains
short vuli
shorts kaptula
short sleeve
short shirt
short bushati
Shota Shota
shot kaptula
shoulder bega
shout kupiga
shout kilele
shouts mayowe
shout yowe
shove kumbo
shower kupiga
shower bafu
shower oga
showers manyunyu
show maonyesho
show off
show ringa
show onyesha
show onyesho
show shoo
shows maonyesho
shroud sanda
shrub miraa
shyness soni
sibling ndugu
sickle mundu
sickness ugonjwa
sick people
sick wagonjwa
side upande
Sierra Leonean
Sierra Kisieraleoni
Sierra Leonean
Sierra Msieraleoni
Sierra Leone
Sierra Siera
Sierra Leoni
Sierra Leonian
Sierra Msieralioni
Sierra Leonians
Sierra Wasieralioni
Sierra Leon
Sierra Siera
Sierra Leoni
sieve chungio
sieve kichujio
sieves vichujio
signal ishara
signature sahihi
signature saini
signatures masaini
sign dalili
signing sahihisho
sign ishara
sign of
sign the
sign cross
sign ishara
sign ya
sign msalaba
silence kimya
silk hariri
sill bado
silly bahau
silly mabahau
silver fedha
silver fir
silver mberoshi
silver fedha
similar lingana
simile kibadala
similes vibadala
simile tashbihi
since tangu
sin dhambi
Singaporean Msingapoo
Singaporeans Wasingapoo
Singapore Singapuri
sing imba
singular umoja
sink -zamisha
sinner mwenye
sinner dhambi
sins madhambi
siren kingora
siren king'ora
sirens ving'ora
sisal mkonge
sissy rambuza
sissys marambuza
sister dada
sister in
sister law
sister wifi
sister kibibi
sister umbu
sit down
sit kaa
sit kitako
sit keti
sit kukaa
sitting mkao
six sita
sixth ya
sixth sita
sixty sitini
skeleton kiunzi
skeleton cha
skeleton mifupa
skill kozi
skill uhodari
skin cancer
skin saratani
skin ya
skin ngozi
skin gamba
skin ngozi
skins magamba
skirt sketi
skull fuvu
skull la
skull kichwa
skunk kinyegere
sky anga
sky mbingu
slanderer mzushi
slanderes wazushi
slap kibao
slap kibare
slap kofi
slaps vibao
slaps vibare
slash signs
slash alama
slash za
slash mkwaju
slaughter chinja
slave falahi
slave mtumwa
slavery utumwa
slavery utwana
sleeper mlalaji
sleeping bag
sleeping kishupi
sleeping sickness
sleeping malale
sleep kulala
sleep usingizi
sleep with
sleep lala
slime zafe
sling kombeo
sling kumbwewe
sling teo
slipiness naumi
slipperiness utelezi
slop dimbwa
slope mteremko
slopes miteremko
sloth mwendapole
sloth slothi
sloth uvivu
Slovakia Slovakia
Slovakia Uslovaki
Slovak Kislovaki
Slovak Kislovakia
Slovak Mslovaki
Slovak Mslovakia
Slovaks Waslovaki
Slovanians Waslovenia
Slovenian Mslovenia
Slovenia Slovenia
slow aste
slow pole
slum kitongoji
slum duni
slum mtaa
slum duni
slums mitaa
slums duni
sly gea
sly upunjaji
small changa
small dogo
small kidogo
small lumb
small of
small flour
small on
small ugaly
small vumbo
small mdogo
small ndogo
small pieces
small chenge
small chenge
smallpox ndui
small sticks
small cherewa
small sticks
small njiti
small things
small vikorokoro
smell harufu
smile kicheko
smile nusa
smile tabasamu
smoke moshi
smooth laini
smoothness uteketeke
smooth nyororo
smooth sambamba
smooth wororo
snack kumbwe
snacks makumbwe
snail konokono
snake nyoka
snapper changu
snappers machangu
snatch bekua
sneez chafya
sneeze chemua
sneeze chichimua
snoring mkoromo
snow theluji
soap sabuni
soapstone kinoo
soapstones vinoo
soccer kandanda
soccer soka
soccer teams
soccer timu
soccer za
soccer kandanda
soccer team
soccer timu
soccer ya
soccer kandanda
Sochi Sochi
socialism ujamaa
socialism usoshalisti
society chama
society jamii
Socinian sociniani
sociolinguistics isimu
sociolinguistics jamii
sociology sosholojia
socket soketi
sock soksi
socks soksi
soda ash
soda magadi
soda soda
sodium natiri
sodium sodiamu
sodomise fira
so forth
so kadhalika
soft ororo
soil mchanga
soil udongo
solanum mnavu
soldier askari
soles masoli
sole soli
sole wayo
Solomon Islander
Solomon Msolomoni
Solomon Islanders
Solomon Wasolomoni
Solomon Islands
Solomon Solomoni
solution suluhisho
solution suluhu
solve tatua
solve utatuzi
Somalian Msomali
Somalians Wasomali
Somalia Somalia
Somalia Usomali
Somali Kisomali
Somali Msomali
sombre greenbul
sombre kuruwiji
some baadhi
someones' children
someones' ali
some thing
some bonge
sometimes pengine
son auladi
song nyimbo
song wimbo
son in
son law
son mkwe
son mtoto
son wa
son kiume
sons in
sons law
sons wakwe
Sophia Sofia
sorcerer mshirikina
sorceres washirikina
sore kidonda
sorghum mtama
sorry pole
Sotho Kisuthu
soul nafsi
soul roho
sound mlio
sound sauti
soupspoon kijiko
soupspoon cha
soupspoon supu
soup supu
sour chachu
sour kali
soursop mstafeli
soursop stafeli
sour uchachu
South Africa
South Afrika
South Kusini
South African
South Kiafrika
South Kusini
South African
South Mwafrika
South Kusini
South Africans
South Waafrika
South Kusini
South America
South Amerika
South ya
South Kusini
South Asia
South Asia
South ya
South Kusini
Southeast Asia
Southeast Asia
Southeast ya
Southeast Kusini-Mashariki
Southern Africa
Southern Afrika
Southern ya
Southern Kusini
South Korea
South Korea
South Kusini
South Korea
South Korea
South ya
South Kusini
south kusini
south monsoon
south kusi
South Sudan
South Sudan
South Kusini
Soviet Kisovyeti
Soviet Union
Soviet Muungano
Soviet wa
Soviet Sovieti
space fasi
space nafasi
space pengo
space uhuru
spade beleshi
spade shupaza
spades jembe
spades shupaza
spaghetti makaroni
spaghetti spageti
Spain Hispania
Spain Uhispani
Spaniard Mhispania
Spaniards Wahispania
spanish kihispania
Spanish Kihispania
spanner spana
spare spea
spark cheche
spark kiali
spark kimota
sparks macheche
sparks vimota
sparrow shomoro
speaker hatibu
speaker msemaji
speakers maspika
speaker spika
speak ongea
speak sema
speak zungumza
spear chusa
spear head
spear kigumba
spear mkuki
special invitation
special ujio
special maalum
species aina
species spishi
specific fulani
spectacles miwani
spectator mshabiki
speech bayani
speech hotuba
speech hutuba
speech usemi
speed haraka
speed kasi
speed spidi
spelling imla
spelling otografia
spelling tahajia
sperm whale
sperm nyangumi-shahawa
sphere mviringo
spherical object
spherical tufe
spian citizen
spian muhispani
spice achari
spice binzari
spice kiungo
spice viungo
spider buibui
spies majasusi
spies mapaparazi
spinach mdewere
spine uti
spine wa
spine mgomgo
spin sokota
spirit pepo
spirit roho
spirits nyoyo
spirits zimwi
spirit waragi
spitting cobra
spitting fira
spitting cobra
spitting swila
spleen wengu
split mgawanyiko
spoilt milk
spoilt mala
spokesman msemi
spokesperson msemi
spokes persons
spokes wasemaji
sponge sponji
sponser mdhamini
sponsers wadhamini
sponsor fadhili
sponsor mfadhili
sponsorship ufadhili
spoonbill domomwiko
spoon kijiko
spoon mwiko
spoons vijiko
sport riadha
sports michezo
sports news
sports habari
sports za
sports michezo
sport spoti
sports spoti
spot batobato
spot doa
spots madoa
spots madoadoa
spotted hyena
spotted kingugwa
spread enea
spread eneza
spread sambaa
spread sambaza
spread tandaza
spring chemichemi
spring kipindi
spring cha
spring demani
spring kisima
spring kosa
spring majira
spring ya
spring chipuko
spring masika
sprite kizimwi
sprout mea
spruce msprusi
spurge mkweche
sputum balaghamu
sputum kohozi
spy jasusi
spy majasusi
spy mpelelezi
spy paparazi
spy ujasusi
sqaures miraba
squander ufujaji
squander vuja
square mraba
squat otama
squeeze bana
squeeze chuja
squid pweza
squirrel kuchakulo
squirrels makuchakulo
Sri Jayawardenepura
Sri Kotte
Sri Sri
Sri Jayawardenapura
Sri Lankan
Sri Msirilanka
Sri Lankans
Sri Wasirilanka
Sri Lanka
Sri Sirilanka
stabilize imarisha
stable hodari
stable imarika
stable lmarisha
stables imarika
stables mahodari
stable ustawi
stadium uga
staff fimbo
stage ukumbi
stagnant water
stagnant dimbwi
stagnant water
stagnant maji
stagnant taka
stakeholder mshikadau
stakeholders washikadau
stalk uti
stall kibanda
stalls vibanda
stall vibanda
stamarer kigugumizi
stamina zihi
stamp stampu
standard sanifu
stand misimamo
stand msimamo
stand simama
stands misimamo
stand unstable
stand dede
stare duwaa
stare mzubao
stares mizubao
star nyota
start anza
start mwanzo
state dola
state hali
state house
state ikulu
state jamhuri
statement hoja
state nchi
station kituo
statistics takwimu
Statue of
Statue Liberty
Statue sanamu
Statue ya
Statue Uhuru
statue sanamu
stay kaa
stay ukaaji
steak steki
steal iba
steamer stima
steam muye
steam mvuke
steel chuma
steel cha
steel pua
steel feleji
steering wheel
steering usukani
stem shina
stems mashina
stench mnuko
stench uvundo
step hatua
Stephen Stefano
step- kambo
stern ukali
steroid pufya
steroids mapufya
steward wakili
stew kitoweo
stew mchuzi
stews michuzi
stews vitoweo
stick fimbo
stick kijiti
sticks vijiti
stick with
stick iron
stick tip
stick muo
stingingnettle weni
stinging rash
stinging upupu
stinging rash
stinging wambe
stink nuka
stir up
stir chochea
stiupd mpuzi
stomach cancer
stomach saratani
stomach ya
stomach tumbo
stomach tumbo
stomach utumbo
stone curlew
stone chekehukwa
stone jiwe
stone mawe
stool jarari
stool kigoda
stool kiroto
stools majarari
stools vigoda
stop koma
stopper kizibo
storage behewa
storage chest
storage kasha
storage chests
storage makasha
store hifadhi
storehouse ghala
storeroom ghala
storey sakafu
stork kongoti
stork korongo
storm dhoruba
storm halibari
storm tufani
story gumzo
story hadithi
story khabari
story ngano
story porojo
story soga
stove jiko
strangle nyonga
strategy mbinu
strawberry mstrouberi
strawberry rangi
strawberry ya
strawberry strouberi
strawberry strouberi
stream kijito
street barabara
street njia
street urchin
street chokora
street urchins
street machokora
strengthen imarisha
strength nguvu
strength uweza
stress jakamoyo
stretch rauni
strike keta
strike mgomo
strike migomo
striker mshambulizi
strikers washambulizi
strikes migomo
strings nyuzi
string ugwe
string uzi
stroke kiharusi
strong imara
stubborn mkaidi
stubborn mpingani
stubborn wakaidi
student mwanachuo
student mwanafunzi
student mwanagenzi
students mwanachuo
students wanachuo
students wanafunzi
students wanagenzi
studio studio
study taaluma
stump kisiki
stupid bunga
stupidity ujinga
stupid people
stupid mazuzu
stupid people
stupid vinyangarika
stupid people
stupid wapumbavu
stupid person
stupid baradhuli
stupid person
stupid kinyangarika
stupid person
stupid mpumbavu
stupid person
stupid zumbukuku
stupid person
stupid zuzu
stupid zebe
subject raia
subjects masomo
subject somo
sub location
sub kata
sub ndogo
submarine nyambizi
submarine sabmarini
submerged majini
substance virutubisho
subtract ondoa
suburb kiunga
succeed fanikiwa
succeed faulu
success fanaka
successor mwandamizi
successors waandamizi
such is
such life
such hivyo
such ndivyo
such maisha
such yalivyo
suck nyonya
Sudanese Kisudani
Sudanese Msudani
Sudanese Wasudani
Sudan Sudan
Sudan Sudani
sudden death
sudden fajaa
sudden ghafla
suddenly ghafula
Suez Canal
Suez Mfereji
Suez wa
Suez Suez
suffer from
suffer teseka
suffer teseka
suffice tosha
Sufism usufii
Sufi sufii
sugar apple
sugar mtopetope
sugarcane farm
sugarcane chalo
sugarcane farms
sugarcane machalo
sugar cane
sugar miwa
sugar cane
sugar muwa
sugar daddy
sugar buzi
sugar factories
sugar viwanda
sugar vya
sugar sukari
sugar factory
sugar kiwanda
sugar cha
sugar sukari
sugar maple
sugar mwaramoni
sugar sukari
sugar sukari
suicide jiua
suits masuti
suit suti
Sukuma Msukuma
sulfur kiberiti
sulfur salfa
sultanship usultani
sultan sultani
sumac mchengele
sum jumla
summary muhtasari
summer chaka
summer kiangazi
summer kipindi
summer cha
summer kiangazi
summer majira
summer ya
summer joto
sunbeam kianga
sunbeam mwonzi
sunbird chozi
sunday jumapili
Sunday Jumapili
sundial bonyeza
sunflower alizeti
sun jua
Sun Jua
sun kauka
sun miale
sun ya
sun jua
sunset ashiya
supergaty koroni
superhero shujaa
superhero wa
superhero ajabu
superhuman -a
superhuman binadamu
superhuman wa
superhuman ajabu
supermarket supamaketi
superpower uwezo
superpower wa
superpower ajabu
superstition ushirikana
supervision usimamizi
supervisor akida
supervisors maakida
supper chajio
support utetezi
sura sura
sure hakika
Surinamese Msurinamu
Surinamese Wasurinamu
Suriname Surinamu
surity hakika
surrounding mazingira
surveillance ulinzi
survivor nusura
survivors manusura
sushi sushi
suspect mshukiwa
suspect washukiwa
suspicion hatihati
suspicion tuhuma
Swahili kiswahili
Swahili Kiswahili
swallow mbayuwayu
swallow meza
swamp bwawa
swampy chepechepe
swan bata-maji
swarm jana
Swazi Kiswati
Swazi Kiswazi
Swaziland Uswazi
Swazi Mswati
Swazi Mswazi
Swazis Waswazi
swear apa
swear yamini
sweater fulana
sweater sweta
sweat hari
sweat jasho
sweat toa
sweat ungana
Swede Mswidi
Sweden Uswidi
Swedes Waswidi
Swedish Kiswidi
sweep fagia
sweet dreams
sweet ndoto
sweet njema
sweetheart pipi
sweetheart tamu
sweetness utamu
sweet peremende
sweet pipi
sweet potatoes
sweet viazi
sweet tamu
sweet potato
sweet kiazi
sweet kitamu
sweet potato
sweet kiazi
sweet tamu
sweet tamu
swell fura
swell kivimbe
swell kuvimba
swell vimba
swim kuogelea
swimmer mwogeleaji
swimmers waogeleaji
swimming costume
swimming nguo
swimming ya
swimming kuogelea
swimming costumes
swimming nguo
swimming za
swimming kuogelea
swindler mnafiki
swindlers wanafiki
Swiss Mswisi
switch swichi
Switzerland Uswisi
swollen kivimbe
sword fish
sword chuchunge
sword fishes
sword mapuju
swordfish mchumbururu
sword fish
sword puju
sword upanga
sycamore fig
sycamore kuyu
sycamore mkuyu
sycamore mwela
syllable silabi
symbolically mfano
sympathy juruma
symposium chilumbo
symposium kongamano
synonym kisawe
synonym sinonimu
synonyms visawe
synonym utata
syntax sintaksia
syphilis kaswende
Syracuse Syracuse
Syrian Msiria
Syrians Wasiria
Syria Siria
syringe sirinji
syrup asali
system mfumo
system mtindo
system utaratibu
sytems mifumo
table chetu
table meza
table of
table contents
table yaliyomo
taboo kidubwana
taboo mzio
taboos matambiko
taboos vidubwana
taboo tambiko
tailfin pezi
tailfin la
tailfin mkia
tail mkia
tailor fundi
tailor wa
tailor nguo
tailoring ushoni
tailor mshonaji
tailor's chalk
tailor's chaki
Taiwanese Kitaiwani
Taiwanese Mtaiwani
Taiwanese Wataiwani
Taiwan Taiwani
Tajikistani Tajikistani
Tajik Kitajiki
Tajik Mtajiki
Tajiks Watajiki
take care
take linda
take care
take of
take tunza
take chukua
taking oath
taking kuapa
takin takini
talent gawio
talent kipaji
talent kipawa
talents magawio
talents vipaji
talent talanta
talisman talasimu
talk nena
talk sema
talk zungumza
Tallinn Tallinn
tall mrefu
tall refu
tamarind mkwaju
tamarind ukwaju
Tanganyika Tanganyika
tangerine chenza
tangerine mchenza
tangerines machenza
tank kifaru
tank tangi
Tanzanian Mtanzania
Tanzanians Watanzania
Tanzania Tanzania
Tanzani tanzani
Taoism Utao
Taos Wataosi
tap bilula
tape kanda
tape measure
tape tepu
tape mesha
tap mfereji
tarantula bui
target dango
targeted lengwa
target lengwa
tarmac lami
taste kionjo
tastes vionjo
tatters mararu
tatters utambaa
Taurus Ng'ombe
Taurus Thauri
tax collector
tax mtoza
tax ushuru
taxis mateksi
taxi stand
taxi stendi
taxi ya
taxi teksi
taxi teksi
tax ushuru
Tbilisi Tbilisi
t buka
tea chai
teacher maalim
teacher mwalimu
teachers walimu
teach funza
teaching fundisho
teach kufundisha
tea factories
tea viwanda
tea vya
tea majani
tea factory
tea kiwanda
tea cha
tea majani
teak tree
teak msajili
tea leaves
tea majani
tea chai
team timu
tea plant
tea mchai
tear chana
tear chozi
tear mraruo
tears machozi
teaspoon kijiko
teaspoon cha
teaspoon chai
tea tree
tea mchai
tea trees
tea michai
technician mhandisi
technocracy teknokrasia
technology tekinolojia
technology teknolijia
technology teknologia
technology teknolojia
tectonic plate
tectonic bonde
tectonic la
tectonic ufa
teenager kijana
teeth meno
telekinesis telekinesi
telepathic kitelepathia
telepathy telepathia
telephone piga
telephone simu
telephone simu
telescope darubini
television runinga
television televisheni
tell ambia
temperature halijoto
tempest dhoruba
temple hekalu
templet kigezo
templets vigezo
temptation jaribu
temptation majaribu
temptation ushawishi
tenant mpangaji
tenants wapangaji
ten ashara
Ten Commandments
Ten Amri
Ten Kumi
ten kumi
Tennessee Tenesii
tennis tenisi
tense nahau
tense wakati
tent hema
tenth ya
tenth kumi
terminal illness
terminal chamka
terminology istilahi
termite kumbikumbi
termite mchwa
territory eneo
territory wilaya
terrorist gaidi
terrorists magaidi
terrorist ugaidi
testament agano
testicle kende
testicle pumbu
testimony shuhuda
testimony ushahidi
testimony ushuhuda
test jaribio
test majaribio
tests majaribio
tetanus pepopunda
text buku
text message
text ujumbe
text mfupi
text nakala
text puku
Thai Kithai
Thailand Tailandi
Thailand Uthai
Thai Mtai
Thai Mthai
Thais Watai
Thai Wathai
thanks asante
thanks fadhila
thank shukuru
than kuliko
thank you
thank asante
thank you
thank shukrani
thank you
thank very
thank much
thank asante
thank sana
that kwamba
that place
that kuko
that which
that washes
that kiosha
that which
that washes
that viosha
theater thiata
theater ukumbi
theft wivi
theft wizi
The Hague
The Den
The Haag
their -ake
then kisha
therefore basi
there humo
there is
there pana
thermometer kipimajoto
thermometers vipimajoto
thermometer vikipimajoto
thermometre kipimajoto
thermometre themometa
these days
these siku
these hizi
the ya
they wao
they yeye
thick nene
thick-tailed bushbaby
thick-tailed komba
thick-tailed mkubwa
thief mnyang'anyi
thief mwizi
thief mzandiki
thief pwagu
thieves wezi
thigh ago
thigh paja
thighs maago
thighs mapaja
thighs mapaji
thimble kastabini
thimble kustabani
thing kitu
things vitu
thing vitu
think fikiri
thin konda
thin mwembamba
thin thread
thin kimia
thin threads
thin vimia
third ya
third tatu
thirst kiu
thirtieth thelathini
thirty thalathini
thirty thelathini
thorn ba
thorn mba
thorn mwiba
thorns miiba
thorough uangalifu
thorough urudufu
those who
those prepare
those wandalizi
though hata
though hivyo
though ijapokuwa
thought dhana
thought fikira
thought fikra
thought gezo
thoughts mafikira
thoughts magezo
thoughts mawazo
thought wazo
thousand alfu
thousand elfu
thousands maelfu
thousands of
thousands hectors
thousands maelfu
thousands ya
thousands hekari
thousands vikwi
threat kitisho
threats vitisho
threat tishio
threat tisho
threat utisho
three tatu
throat koo
throne kiti
throne cha
throne enzi
throw kutupa
thud kishindo
thuds vishindo
thuggery ukora
thumb gumba
thumb kidole
thumb gumba
thunder radi
thursday alahamisi
thursday alhamisi
Thursday Alhamisi
Thursday ljuma
Tibetan kitibeti
ticket tiketi
tick kupe
tick mbung'o
tie funga
tiger chui-milia
tiger simba
tiger marara
Tigris Hidekeli
Tigris Tigri
tiller ujari
timber mbao
time mara
time muda
time mwia
time nafasi
time nyakati
time saa
timetable ratiba
time umri
time wakati
time wasaa
time zama
timing muda
timing wakaa
timing wakati
tin debe
tin mkebe
tins madebe
tins mikebe
tip bahashishi
tip kiinua
tip mgongo
tip ncha
tip over
tip kiinua
tip mgongo
titanium titani
Titan Titani
title deed
title hatimiliki
title mada
toad chula
toad chura
toast bread
toast tosti
tobacco hamamu
tobacco mtumbaku
tobacco pipe
tobacco kiko
tobaccos gana
tobacco tumbako
tobacco tumbaku
today leo
toddler chekechea
toe kidole
togetherness ushirika
together pamoja
Togolese Kitogo
Togolese Mtogo
Togolese Watogo
Togo Togo
toilet choo
toilet kibakuli
toilet cha
toilet choo
toilet msala
toilet paper
toilet karatasi
toilet ya
toilet choo
toilets viyo
toil usulubu
tokens matuzo
token tuzo
to ku-
to lie
to danganya
tomato mnyanya
tomato nyanya
tommorrow kesho
tomorrow kesho
tone kitone
tones vitone
Tongan Mtonga
Tongans Watonga
Tonga Tonga
tongs koleo
tongs makoleo
tongues ndimi
tongue ulimi
ton tani
tool chombo
tool kifaa
tool mtambo
tools mitambo
tools vyombo
toothbrush mswaki
tooth jino
toothless kibogoyo
tooth meno
topaz rangi
topaz ya
topaz topazi
topaz topazi
topaz yakuti
topaz manjano
top basha
top most
top pomoni
top of
top a
top wall
top kirugu
top up
top ujazo
torch kurunzi
torch mwenge
torch tochi
torment tesa
tornado tufani
tortoise kobe
total idadi
total jumla
touch dara
touch darana
touch gusa
toughness usugu
tough people
tough mashupavu
tough person
tough shupavu
tourism utalii
tourist mtalii
tourists watalii
tour talii
towels mataulo
towel taulo
tower mnara
town council
town baraza
town la
town mji
town mji
town mjini
towns miji
tractor trakta
tractor trekta
trade biashara
trader mfanyabiashara
traditional -a
traditional kidesturi
traditional kienyeji
tradition desturi
tradition itikadi
traditions mila
tradition tabia
tradition tamaduni
tradition utamaduni
traffic jam
traffic mfungamano
traffic wa
traffic magari
traffic police
traffic trafiki
tragedies mikasa
tragedy mkasa
train garimoshi
train gari
train moshi
trains magari
trains moshi
train treni
traitor msaliti
transformer kigeuzi
transformer mtambo
transformer wa
transformer transfoma
transformer transfoma
transgender msenge
translate fasiri
translate tafsiri
translation fasiri
translation tafsiri
translation tarjuma
translator mtarijimani
transportation usafiri
transport safirisha
transport uchukuzi
trap data
trap mtego
trapping utegaji
traps mitego
trap tega
trash taka
traumatize utaabishaji
traveler msafiri
traveller msafiri
traveller wasafiri
travel safari
travel safiri
tray uteo
treasure dafina
treasurer mweka
treasurer hazina
treasury hazina
treatment matibabu
tree kingfisher
tree kurea
tree kingfishers
tree makurea
tree mdimu
tree mti
tree mwembe
trees miti
trench handaki
trench kuo
trench mtaro
trend mwelekeo
trend mkuu
trend mwenendo
trends mielekeo
trends mikuu
trends mienendo
triangle pembe
triangle tatu
triangle sign
triangle alama
triangle ya
triangle pembe
triangle tatu
triangle signs
triangle alama
triangle za
triangle mapembe
triangle tatu
triangles mapembe
triangles tatu
tribalism ukabila
tribe kabila
tribes makabila
tribute kodi
trichotillomania trikotilomania
trident tridenti
trillion trilioni
Trinidad and
Trinidad Tobago
Trinidad Trinidadi
Trinidad na
Trinidad Tobago
Trinidad and
Trinidad Tobago
Trinidad Trinidad
Trinidad na
Trinidad Tobago
Trinidadian Mtrinidadi
Trinidadians Tobagans
Trinidadians Watrinidadi
Trinidadian Tobagan
Trinidadian Mtrinidadi
trinity utatu
Trinity utatu
tripping utelezi
trolley toroli
trombone tromboni
troop charo
troop kafila
troop kikosi
troop msafara
troops macharo
troops misafara
troops vikosi
troop vikosi
trophy kombe
troposphere tabakatropo
trouble maker
trouble mfitini
troublemaker mfitini
trouble masumbuko
trouble sumbua
trousers masuruali
trouser suruali
truck lori
true man
true mkweli
true men
true wakweli
trumpet tarumbeta
trump turufu
trunk buti
trust muamana
truth kinagaubaga
truth kweli
truth ukweli
try jaribu
tsar czar
tsetse chafuo
tsetse flies
tsetse machafuo
tsunami tsunami
Tswana Kitswana
tuba tuba
tube mrija
Tube mrija
tuberculosis kifaduro
tubes mirija
tube tyubu
tuesday jumanne
Tuesday Jumanne
tuft mavue
tugboat tishari
tuition masomo
tuition ya
tuition ziada
Tunisian Kitunisi
Tunisian Mtunisi
Tunisian Mtunisia
Tunisians Watunisia
Tunisia Tunisia
turban kilemba
turkey batamzinga
turkey bata
turkey mzinga
turkeys mabata
turkeys mzinga
Turkey uturuki
Turkey Uturuki
turkey vulture
turkey tai
turkey mzoga
Turkish Mturuki
Turkish Waturuki
Turkman Mturukimeni
Turkmenistan Turukimenistani
Turkmenistan Uturukimeni
Turkmen Kiturukimeni
Turkmen Mturukimeni
Turkmen Waturukimeni
Turk Mturuki
turmeric manjano
turmeric njano
turn geukia
turn zamu
turpentine terafini
turquoise feruzi
turquoise rangi
turquoise ya
turquoise feruzi
turtle dove
turtle hua
turtle kasa
turtle kobe
tusk pembe
tusk upamba
Tuvaluan Mtuvalu
Tuvaluans Watuvalu
Tuvalu Tuvalu
twelfth kumi
twelfth na
twelfth mbili
twelve thenashara
twentieth ishirini
twenty ishirini
twice dufu
twin pacha
twins pacha
two hundred
two miateini
two mbili
Tyap Kityap
tycoon mkwasi
type of
type a
type bird
type sigi
type of
type glue
type embwe
types of
types glue
types maembwe
typewriters mataipureta
typewriter taipureta
typhoon chamchela
typhoon kimbuga
typhoons vimbuga
typhoon taifuni
typist mpigataipu
tyre gurudumu
tyres magurudumu
tyre tairi
ubuntu utu
ugaly remains
ugaly makoroni
ugaly sima
Ugandan Kiganda
Ugandan Mganda
uganda uganda
Uganda Uganda
Ukraine Ukraini
Ukrainian Kikraini
Ukrainian Mkraini
Ukrainians Wakraini
ullulations vigelegele
ululation kigelegele
umbilical cord
umbilical kitovu
umbrella mwavuli
uncircumcised man
uncircumcised zunga
uncles place
uncles ujombani
understand elewa
understanding masikilizano
understanding masikizano
underwear chupi
undress kuvua
uneasy kimuyemuye
uneasyness wayowayo
uneasy wahaka
unequal witiri
unfair competion
unfair ushindani
unfair usio
unfair wa
unfair haki
unfolding utokezo
ungulate -enye
ungulate kwato
ungulate mnyama
ungulate mwenye
ungulate kwato
unicorn farasi-pembemoja
uniform sare
uniform yunifomu
union muungano
union shirikisho
unions miungano
union ushirikiano
unique kipekee
United Arab
United Emirates
United Falme
United za
United Kiarabu
united Arabia
united mungano
united wa
united milki
united ya
united kiarabu
United Nations
United Umoja
United wa
United Mataifa
United Republic
United of
United Tanzania
United Jamhuri
United ya
United Muungano
United wa
United Tanzania
United States
United of
United America
United Muungano
United wa
United Madola
United ya
United Amerika
unity umoja
universe ulimwengu
university chuo
university kikuu
unrest mzozo
unrest vurugu
unripe changa
up amka
up coming
up mchaniko
upcountry nyanja
up ingine
up juu
up kubali
up maliza
up mbali
up patikana
upper arm
upper mkono
uprightness wongofu
uprising mgogoro
uprisings migogoro
uproar chachawizo
uproars machachawizo
up simama
up tabamu
uranium urani
Uranus Uranu
Uranus Uranus
Uranus Yurenasi
Uranus Zohali
Urdu Kiurdu
urge hanjamu
urine mikojo
urine mkojo
Uruguayan Kirugwai
Uruguayan Mrugwai
Uruguayans Warugwai
Uruguay Urugwai
useful faida
use matumizi
user mlanguzi
user mtumiaji
user mtumizi
Usonia Marekani
Usonian Kimarekani
utterance tamko
utterrance kalima
uvula kilimi
Uzbekistan Uzibeki
Uzbekistan Uzibekistani
Uzbek Kizibeki
Uzbek Mzibeki
Uzbeks Wazibeki
vaccine chanjo
vacuum cleaner
vacuum kifyonzavumbi
vacuum cleaners
vacuum vifyonzavumbi
vacuum ombwe
vacuum uvurungu
vagina kuma
vagina uuke
valentine's day
valentine's siku
valentine's ya
valentine's wapenzi
valley bonde
valleys mabonde
value added
value tax
value kodi
value ya
value nyongeza
value dhamana
valueless hafifu
value thamana
value thamani
vampire mnyonya-damu
vampire mumiani
vampire vampiri
Vanuatuan Mvanuatu
Vanuatuans Wavanuatu
Vanuatu Vanuatu
varnish toweka
Vatican Mvatikani
Vaticans Wavatikani
vatican vatikani
