abaca abaka
fawn kigaw
fear pagtakot
fear takot
feather bagwis
feather balahibo
feather duster
feather pamalis
feather duster
feather pamispis
feather duster
feather plumero
feather pulad
feather sima
February Pebrero
feces dumi
feces tae
federal government
federal pamahalaang
federal pederal
federal sang-isahan
federation kalipunan
federation pederasyon
federation sampisanan
fed up
fed pagod
fed up
fed sawa
feeble mahina
feeling pakiramdam
feel maramdaman
feldspar peldespato
fellatio chupa
felony pagkakasala
felt piyeltro
felt pyeltro
female ejaculation
female pagpapalabas
female na
female pambabae
fence bakod
fencing eskrima
fencing kanluraning
fencing eskrima
fenland katanlakan
fenland katarlakan
fenland katunlakan
fen tanlak
fen tarlak
fen tunlak
fermentation pagbuburo
fermentation pagkapanis
fermentation pamamanis
fermented mam-is
fern pako
Ferris wheel
Ferris chubibo
ferry badeyo
ferry bangkang
ferry pantawid
ferry tabaw
fertilization sapunla
festoon peston
feudalism pagkamalaalipin
feudal malaalipin
fez pes
fianc e
fianc babaeng
fianc katikya
fianc e
fianc babaeng
fianc katipan
fianc katikya
fianc lalaking
fianc katikya
fianc lalaking
fianc katipan
fibre himaymay
fibre sulid
fickle balimbing
fiction bungang-isip
fiction gawa-gawa
fiction kathang-isip
fidget kuyakoy
field larang
fierce mabangis
fife tipano
fifteen labinlima
fifteenth ikalabinlima
fifteenth pang-labinlima
fifth ikalima
fifth kalima
fifth sangkalima
fiftieth pang-limampu
fifty limampu
fig igera
fig igos
fig labni
fig sisiyo
figurehead roda
figure laraw
figure of
figure speech
figure tayutay
figure tambilang
Fiji Pidyi
filament walidwid
file kikil
file talaksan
filing puyiw
Filipino Pilipina
Filipino Pilipino
Filipino Pinay
Filipino Pinoy
Filipino Tagalog
filling pasta
film panginag
filterable masasala
filter panala
filter paper
filter panalang
filter papel
filtrate sinala
final pangwakas
finance palasalapian
finance pananalapi
financial pinansiyal
fine multa
finger daliri
fingernail kuko
fingerprint bakas-daliri
fingerprint diit
fingerprint tatak-daliri
fingerprint tatak
fingerprint ng
fingerprint daliri
finish line
finish hanggahang
finish guhit
finite hangganin
Finland Pinlandiya
Finland Pinlandya
Finnish Pinlandes
fin palaypay
fin palikpik
fir abeto
fire apoy
firecracker labintador
firecracker pakbong
firecracker rebentador
fire escape
fire hagdanlabasan
fire extinguisher
fire pamatay-sunog
firefighter bumbero
firefighter tagapatay-sunog
firefly alitaptap
fire hydrant
fire boka-insendiyo
fireplace dapugan
firmament santinakpan
firm bahay-kalakal
first aid
first kagyat
first na
first lunas
first aid
first paunang
first tulong-panlunas
first aid
first unang
first lunas
firstborn panganay
first floor
first ikalawang
first palapag
first floor
first unang
first palapag
first person
first unang
first panauhan
first quarter
first bulang
first nagbibilog
first una
fiscal year
fiscal taong-panuusan
fisherman mangingisda
fishery pangisdaan
fishhook kawil
fishing pole
fishing baliwasnan
fishing rod
fishing baliwasan
fishing rod
fishing baliwasnan
fishing rod
fishing baway
fish isda
fishpond paisdaan
fissionable sipakin
fission sasipak
fivefold makalima
five hundred
five limandaan
five lima
fjord piyordo
flag bandila
flagpole tagdan
flagpole ng
flagpole bandila
flag watawat
flail tiyuka
flake manipis
flake na
flake piraso
flamingo plamengko
flammable takaw-apoy
flange labi
flank hipik-hipikan
flannel pranela
flare ansisilaw
flask redoma
flat bimol
flatfish darapa
flatfish isdang-lapad
flat-footed dalpak
flathead isdambuwaya
flathead lubalob
flattery pambobola
flatulence utot
flatworm lapyulod
flax sulid
flea hanip
flea pulgas
fleece balahibo
fleece ng
fleece tupa
fleet plota
fleshy dapilag
fleshy katasin
flexibility pagkahutukin
flexible hutukin
flight lipaw
flint panting
flirtatious malandi
float karang
float karosa
flock banda
flock ganado
flock gasa
flood apawan
flood baha
flood bahain
flood bumaha
flood dagsaan
flood dumagsa
floodplain kapatagang-bahaan
flood umapaw
floor sahig
flora talahalmanan
Florence Plorensya
floriculture pagbubulaklak
flounder tatampal
flour arina
flour harina
flower bulaklak
flower bulaklan
flowerpot paso
flowerpot yanga
fluid lapuyot
fluorescent gilawin
fluorescent magilaw
flute bansi
flute plawta
flu trangkaso
flux density
flux kasiksikan
flux ng
flux himaymay
flyer manlilipad
flying fish
flying iliw
flying fish
flying isdanlawin
flying squirrel
flying giggi
fly langaw
fly lumipad
flywheel iikot
foam bula
focal length
focal tingubing
focal haba
focal point
focal katumbukan
focus katumbukan
fog hamog
folder ipitan
foliage kadahunan
folk etymology
folk palamuhatang-bayan
follicle bingkasbunga
follower tagasunod
fontanelle bumbunan
food pagkain
foodstuff lamantiyan
football futbol
foot candle
foot talampakan-kandila
foothill paambundok
footnote talababa
foot paa
foot paanan
footpath daanan
footpath ng
footpath tao
footprint bakas-paa
footstool timbanin
foot talampakan
forbidden ahat
force isig
forceps panipit
ford dabaw
forearm takday
forebrain harapangutak
forecast hulaysay
foreclosure pagsamsam
foreclosure ng
foreclosure nakasangla
forefinger hintuturo
forehead noo
foreign affairs
foreign ugnayang
foreign panlabas
foreign banyaga
foreign exchange
foreign market
foreign bilihan
foreign ng
foreign palitang
foreign panlabas
foreign exchange
foreign palitang
foreign panlabas
forerunner pasimuna
forerunner tagapagpauna
forestation sagubat
forester dalubgubat
forest fire
forest asga
forest gubat
forestry palagubatan
foreword bungadsabi
for example
for halimbawa
forge batbatan
forge panday
forget kalimutan
forget makalimutan
fork tinedor
formalin pormalina
formal maanyo
form anyo
formation sabuo
form hubog
formula sanyo
fornication pakikiapid
fortieth pang-apatnapu
forty apatnapu
forum pagtitipon
fossil hayto
foster child
foster alubo
foster child
foster anak-anakan
foster father
foster ama-amahan
foster mother
foster ina-inahan
foundry pabubuan
fountain b
fountain tis
four apat
four-dimensional apating-sukod
fourfold makaapat
four hundred
four apatnaraan
fourteen labing-apat
fourteenth ikalabingapat
fourteenth panlabing-apat
fourth ikaapat
foxglove dihital
fox soro
foxtail millet
foxtail kulasan
foxtail millet
foxtail tigbi
foyer ulutan
fractional distillation
fractional bahagihing
fractional singawkintay
fractional hatimbilangin
fraction bahagimbilang
fraction hatimbilang
frame bastagan
France Pransya
franchise prangkisya
frankincense kamanyang
frank prangka
fraud daya
fraud pandaraya
frayed lilit
freckle pekas
freedom kalayaan
free energy
free malayang
free kusog
free-for-all hilabo
free kick
free malayang
free pagsipa
free neutron
free malayang
free awansik
free trade
free malayang
free baliwasan
free variable
free malayang
free aligin
free verse
free malayang
free taludturan
free verse
free malayang
free tula
free will
free malayang
free loob
French curve
French kiluang
French galod
French kiss
French halik
French na
French Pranses
French kiss
French halik
French ng
French Pranses
French kiss
French halik-Pranses
French kiss
French laplapan
Frenchman Pranses
French Pranses
Frenchwoman Pranses
frequency dalas
freshman untaunan
fret bidya
friar frayle
friction kiskis
Friday biyernes
Friday Biyernes
friend bata
friend kaibigan
friend kasintahan
friendship pagkakaibigan
friend syota
Friesland Prisya
frigate pragata
fringe palawingwing
frisky malikot
fritter maruya
frog palaka
from time
from to
from time
from paminsan-minsan
from time
from to
from time
from pana-panahon
frond dakdahon
frontal bone
frontal butong-noo
frontal harapan
frontal lobe
frontal utak-noo
frontal pangharap
frost eskartsa
frost yamog
frown simangot
frozen elado
fruit bunga
fruiterer magpuprutas
fuchsia pusiya
fuck kantot
fuck puta
fuck tangina
fuel gatong
fuel pampasiklab
fuel panggatong
fugitive pugante
Fujian Hukyen
full moon
full bulang
full kabilugan
fumigate suubin
fumigation luop
fumigation pagluluop
fumigation panluop
fumigation sangasaw
function kabisa
function laan
function taan
fundamental analysis
fundamental batayang
fundamental suri
fundamental batayan
fundraising ilak
fundraising pangingilak
funeral burol
funeral home
funeral punerarya
funeral libing
fungicide pamatay-dapulak
fungus apugaw
fungus buot
fungus halamang-singaw
fungus kolatkolat
fun masaya
funnel imbudo
fun saya
furnace dapugan
furniture daral
furniture muwebles
furtive alimis
fuselage puselahe
fuse tunawin
fusion pamumuok
fusion sapisan
future hinaharap
future kinabukasan
future tense
future magaganap
future tense
future panghinaharap
Gabon Gabon
Gaelic Gaeliko
gaga baliw
galactic sanlibutnin
galactose galaktosa
Galatia Galasya
Galatian Galata
Galatians Mga
Galatians Taga-Galacia
galaxy galaksiya
galaxy sanlibutan
galbanum galbano
galena galena
Galician Galiyego
Galician Galyego
gallantry kagilasan
gall bladder
gall apdo
gall bladder
gall apduhan
galleon galeyon
galleon galyon
galliot galyota
gallon galon
gallows bibitayan
gambler sugarol
game theory
game huna
game ng
game laro
gamma gama
gamma radiation
gamma dagilap-gama
gamma ray
gamma sinag-gama
gang gang
gangrene ganggrena
garage garahe
gardener hardinera
gardener hardinero
garden hardin
gardenia gardenya
garfish haba
garfish isang-haba
gargle magmumog
garland chrysanthemum
garland tango
garland girlanda
garlic bawang
garnet granate
garter ligas
gas buhag
gasification sabuhag
gasket sapin
gaslight gasera
gaslight lasigi
gasoline gasolina
gas station
gas gasolinahan
gastrectomy alisikmura
gastritis magansikmura
gastritis pamamaga
gastritis ng
gastritis sikmura
gatecrasher kalatog-pinggan
gatekeeper bantay-pinto
gate tarangkahan
gaudy jologs
gauge pansukod
Gaulish Galo
gauntlet guwantelete
gay bakla
gay homoseksuwal
gay tibo
gazelle gasela
gazette gaseta
GDP PDP
gear kambiyo
gear ngiplong
gecko tuko
geezer lalake
Geiger counter
Geiger pamilang-gayger
gelatine helatina
gel pamada
gemination sakambal
Gemini Kambal
gendarme hendarme
gender kasarian
genealogical palamulain
genealogy palamulaan
gene gene
gene kamana
general anesthetic
general pangimay
general education
general lahatang
general katuruan
general heneral
generation salinhay
generation salinlahi
generation salintao
Genesis Henesis
Genesis Samula
genetics palamanahan
genie jini
genitalia pamalisupling
genius henyo
Genoa Henoba
Genoan Henobes
Genoese Henobes
gentleman ginoo
genuflect yumukdo
genus urihay
geocentric dutungain
geodesic dusukatin
geodesy dusukatan
geodetic dusukatin
geodynamics duisigan
geoelectricity dudagitab
geographer heograpo
geographic taladutaanin
geography heograpiya
geography taladutaan
geology dutaan
geology paladutaan
geometric mean
geometric sukgising
geometric tamtaman
geometric progression
geometric sukgising
geometric panisulong
geometric sukgisanin
geometry heometriya
geometry sukgisan
geomorphology duanyuan
geophysical duliknayanin
geophysical duliknayin
geophysics duliknayan
geophysics dutaliknayan
geopolymer dudamikay
geoponics dulinangan
Georgia Heyorhiya
Georgian Heyorhiyano
geotaxis dutbiling
geothermal duinitanin
geothermal duinitin
geothermal energy
geothermal duiniting
geothermal kusog
geotropism dagbaling
geranium heranyo
German Aleman
germanium hermanyo
German Jerman
Germany Alemanya
germ binhay
gerund pandiwang
gerund makangalan
gerund pangngalang-diwa
Ghana Gana
ghost town
ghost bayang
ghost naulog
giant higante
giant tayarak
giant tortoise
giant galapago
gibberish alimim
gibberish alim-im
Gibraltar Hibraltar
Gibraltarian Hibraltarenyo
giddyup hi-ya
gift bigay
gift magbigay
gift magregalo
gift pandapati
gift pasalubong
gift regalo
gift talento
giggle bungisngis
gill hasang
gillnet daklis
ginger luya
gingivectomy alisgilagid
gingivitis maganggilagid
gin hinebra
ginseng dyinseng
giraffe hirapa
girder kahab-an
girl babae
girl batang
girl babae
girl dalaga
girlfriend kasintahang
girlfriend babae
give bigay
give birth
give manganak
glacier glasyar
gladiator gladyador
glamorous kaakit-akit
glamorous kahali-halina
glamorous mapanggayuma
glamorous mapanghalina
glamorous mapanlayumot
gland katasan
glans penis
glans ulo
glans ng
glans titi
glans penis
glans ulo
glans ng
glans tunod
glass baso
glassfish langaray
glass salamin
globe globo
globe hilihid
glory luwalhati
glossary talahuluganan
glossary talaturingan
glossitis magandila
glottal pigit
glottis pasadila
glottochronology paladilataknaan
glove guwantes
glucose glukosa
glue kola
glue pangkola
glue pangola
gluteal pampigi
glutinous rice
glutinous malagkit
gnat niknik
gnocchi niyoki
Gnosticism nostisismo
gnu nyu
goatfish amarilis
goat kambing
goblin patianak
goblin tianak
goby bia
goby biya
God Bathala
goddess bathaluman
goddess diyosa
God Diyos
godfather inaama
godfather ninong
godfather padrino
God Maykapal
godmother inaama
godmother madrina
godmother ninang
God Panginoon
godson anak
godson na
godson lalaki
godson sa
godson binyag
go Dutch
go kanya-kanyang
go bayad
go go
goitre bosyo
Golden Fleece
Golden Gintong
Golden Katad
golden rule
golden ginintuang
golden tuntunin
goldfinch kardelina
goldfish lali
gold ginto
gold na
gold mine
gold pakayan
goldsmith panday-ginto
gold standard
gold gintong
gold pamantayan
gold translations
gold kulay
gold ginto
golf golp
Golgi apparatus
Golgi Golgilawas
go magpatuloy
gondola gondola
gondolier gondolero
gondolier mangongondola
gonorrhea gonoreya
gonorrhea tulas
good afternoon
good magandang
good hapon
goodbye paalam
good day
good magandang
good araw
good evening
good magandang
good gabi
Good Friday
Good biyernes
Good santo
Good Friday
Good mahal
Good na
Good araw
good heavens
good maawaing
good langit
good mabait
good mabuti
good magaling
good may
good bisa
good morning
good magandang
good araw
good morning
good magandang
good umaga
good night
good magandang
good gabi
goods bilihin
goods wagon
goods purgon
goodwill mabuting
goodwill kalooban
google i-google
gooseberry agraso
goose bump
goose kulag
goose gansa
goose pimple
goose kulag
goose pimple
goose pangilabot
Gorbachev Gorba
Gorbachev v
gore pagsusudya
gore sudya
gorilla bakulaw
gorilla gorila
gorilla gorilya
gospel ebanghelyo
gospel laygay
gossip hatid-dumapit
gossip magtsikahan
gossip magtsismis
gossip sitsit
gossip tsismis
gossip tsismosa
gossip tsismoso
gossipy palatsismis
Goth Godo
Gothic Gotiko
gout gota
gout piyo
governess gintay
government gobyerno
government pamahalaan
governor gobernador
grade halgambilang
graduated cylinder
graduated ginatlaang
graduated bumbong
grafting dugtongsanga
gram gramo
grammar balarila
grammarian mambabalarila
grandfather abwelo
grandfather apo
grandfather ingkong
grandfather lelong
grandfather lolo
grandmother abwela
grandmother impo
grandmother lelang
grandmother lola
granite batumbesi
granite tumbesi
grant-in-aid gawad-tulong
granule binutil
grapefruit kahil
grapeshot metralya
grape ubas
graphite grapito
graphite hitam
graph talangguhit
grass damo
grass damuhan
grasshopper tipaklong
grater gadgaran
grave accent
grave paiwa
gravel gasang
gravel graba
grave libing
grave malma
gravestone lapida
graveyard sementeryo
gravimetric dagsinsukatin
gravimetry dagsinsukatan
gravitate dumagsin
gravitational dagsinin
gravitational field
gravitational dagsining
gravitational larang
gravitational force
gravitational dagsining
gravitational isig
gravitational lens
gravitational dagsining
gravitational paningob
gravitational radiation
gravitational dagsining
gravitational dagalat
gravitational wave
gravitational dagsining
gravitational liboy
gravitation karagsinan
gravitaxis dagsinbiling
gravity dagsin
gray abo
gray abuhin
gray kulay-abo
Great Britain
Great Gran
Great Bretanya
greater than
greater higit
greater sa
great-grandchild apo
great-grandchild sa
great-grandchild tuhod
great-great-grandchild apo
great-great-grandchild sa
great-great-grandchild sakong
great white
